first_name,middle_name,last_name,fourth,fifth,sixth,seventh,eighth,0.0000
Albrarim,I,6mg/400mg,Tablet,,,,,0.2982
Risure,10mg,Tablet,,,,,,0.7313
Asdec,SP,50mg/325mg/10mg,Tablet,,,,,0.6062
Glimsafe,MF,2mg/500mg,Tablet,,,,,0.9830
Bencef,250mg,Injection,,,,,,0.4843
Olsar-M,50,Tablet,ER,,,,,0.2328
Astrac-T,Kid,Injection,,,,,,0.6504
Bacfate,O,Oral,Suspension,,,,,0.3091
Mepzine,Ointment,,,,,,,0.4055
Ceff,750mg,Tablet,ER,,,,,0.2994
Sulzon,500,mg/500,mg,Injection,,,,0.8798
Dometic,10mg,Tablet,DT,,,,,0.6851
Tusimox,250mg,Tablet,,,,,,0.6790
Zeenacef,AZ,200mg/250mg,Tablet,,,,,0.4787
Pyriza,750mg,Tablet,,,,,,0.5904
Telmiget,AM,40mg/5mg,Tablet,,,,,0.6253
Dolpin,15mg,Tablet,MD,,,,,0.4992
Isogold,20mg,Capsule,,,,,,0.4192
Manflox,OZ,200mg/500mg,Tablet,,,,,0.6615
Vivocef,200mg,Tablet,DT,,,,,0.4444
Wisnac,SP,50mg/500mg/10mg,Tablet,,,,,0.0841
Arteema,75mg,Injection,,,,,,0.6861
Podom,Dry,Syrup,,,,,,0.4076
Exlla,100mg,Tablet,DT,,,,,0.5859
Telmet,40mg,Tablet,,,,,,0.1404
Trendis,MH,Cream,,,,,,0.3827
Pyristen-Forte,Suspension,,,,,,,0.5350
Hifen,50mg,Tablet,DT,,,,,0.2514
Ofdaz,Suspension,,,,,,,0.1268
Nandrosar,25mg,Injection,,,,,,0.3882
Esobact,D,30mg/40mg,Capsule,SR,,,,0.7363
Glubrim,Eye,Drop,,,,,,0.3158
Ursomartin,150mg,Tablet,,,,,,0.4347
Crestum,500mg,Tablet,,,,,,0.8679
Throfix,Clav,200mg/125mg,Tablet,,,,,0.9615
Prazol,D,10mg/40mg,Tablet,SR,,,,0.7840
Lorhex,Mouth,Wash,,,,,,0.6468
Telmauk,AM,40mg/5mg,Tablet,,,,,0.0592
Ramirica,10mg,Tablet,,,,,,0.9588
Pensig,40mg,Tablet,,,,,,0.6300
Tecpan,40mg,Injection,,,,,,0.7923
Cepojoy,50mg,Tablet,,,,,,0.3500
Zyplanin,400mg,Injection,,,,,,0.0230
Melexin,500mg,Tablet,,,,,,0.8993
Lizid,1000mg,Injection,,,,,,0.9171
Augmentox,S,250,mg/250,mg/10,mg,Capsule,,0.8800
Loprolif,0.5mg,Capsule,,,,,,0.7740
Cefonus,1000mg,Injection,,,,,,0.8082
Cefiden,Tablet,,,,,,,0.0141
Satrogyl,300,Tablet,,,,,,0.7955
Trambax,P,325,mg/37.5,mg,Tablet,,,0.4229
Gadof,OZ,200mg/500mg,Tablet,,,,,0.9617
Minfin,10%,Lotion,,,,,,0.3546
Amikamac,500mg,Injection,,,,,,0.0886
Noxicam,20mg,Tablet,MD,,,,,0.1225
Clotina-V,Vaginal,Tablet,,,,,,0.6703
Brintop,2%,Solution,,,,,,0.1443
Penhance,DD,500,mg/125,mg,Tablet,,,0.4168
Famotin,40mg,Tablet,,,,,,0.8794
Noscab,Lotion,,,,,,,0.8574
Hepamerz,Tablet,,,,,,,0.7741
Precarise,M,1500mcg/75mg,Capsule,,,,,0.3589
Temcad,20mg,Tablet,,,,,,0.3613
Ceso,20mg,Tablet,,,,,,0.9557
Dabiclot,110,Capsule,,,,,,0.6496
Ramcet,Fast,325,mg/37.5,mg,Tablet,,,0.6293
Asicef,100mg,Tablet,,,,,,0.2469
Metacone-O,Oral,Suspension,Sugar,Free,,,,0.7458
Metwin,G,1mg/500mg,Tablet,,,,,0.1379
Xifapill,400,Tablet,,,,,,0.5785
Deca,Binol,50mg,Injection,,,,,0.1894
Gsr-Dsr,Capsule,,,,,,,0.9889
Esro,Tablet,,,,,,,0.5021
Pharcef-O,200,Tablet,DT,,,,,0.3502
Mixopod,CV,200mg/125mg,Tablet,,,,,0.2355
Nebi,5,Tablet,,,,,,0.2830
Amroz,50mg,Tablet,DT,,,,,0.0060
Thyrocab,20mg,Tablet,,,,,,0.8024
Olmark,CT,20,Tablet,,,,,0.2627
Glycosar,100mg,Injection,,,,,,0.7503
NU,B12,500mcg,Injection,,,,,0.9195
Clavnid,500mg/100mg,Injection,,,,,,0.8193
MP,Nova,Suspension,,,,,,0.7189
Telapp,40mg,Tablet,,,,,,0.7837
Vedflox,200mg,Tablet,,,,,,0.9977
Clavox,500mg,Tablet,,,,,,0.0914
Eslo-D,Tablet,,,,,,,0.2920
Yama,Safe,D,Tablet,,,,,0.2721
Robitrax-S,375mg,Injection,,,,,,0.3481
Orle,60mg,Tablet,,,,,,0.5329
Valpotex,300mg,Tablet,CR,,,,,0.6811
Dayone,DM,10mg/20mg,Tablet,,,,,0.1613
Cepfor,100mg,Tablet,,,,,,0.7918
Ometan,20mg,Capsule,,,,,,0.5405
Moxcad-CL,250mg/125mg,Tablet,,,,,,0.1459
Pirapil,Syrup,,,,,,,0.0302
Migon,Tablet,,,,,,,0.5318
Ciprowin,100mg,Infusion,,,,,,0.6971
Petra,D,10mg/40mg,Tablet,,,,,0.3633
Sucramet-O,Oral,Suspension,,,,,,0.2915
Bevocef,100,Tablet,DT,,,,,0.5910
Oftas,OZ,Syrup,,,,,,0.8263
Kobazam,20mg,Tablet,,,,,,0.4523
Voyprox,200mg,Tablet,,,,,,0.9589
Nitazet,O,Tablet,,,,,,0.8920
Cycloreg,CR,10,Tablet,,,,,0.5571
Famonext,20,Tablet,,,,,,0.2651
Fobact,Forte,Injection,,,,,,0.6933
Tolmex,450mg,Tablet,SR,,,,,0.6421
Arthoprol,200mg,Capsule,,,,,,0.6625
Tario,100,Dry,Syrup,Pineapple,,,,0.7304
Adenex,400mg,Tablet,,,,,,0.1525
Cefruxim,50mg,Tablet,DT,,,,,0.0130
Oflacad,200mg,Tablet,,,,,,0.9725
Glitaray,M,3mg/500mg,Tablet,SR,,,,0.3625
Axitrix,1000mg,Injection,,,,,,0.2039
Defheal,6,Tablet,,,,,,0.6057
Neurozest,G,300mg/500mcg,Tablet,,,,,0.5436
Imifenac,SP,50mg/325mg/10mg,Tablet,,,,,0.4137
Flogel,Ultra,Eye,Drop,,,,,0.0804
Gravcef,250mg,Injection,,,,,,0.4351
Laxcil,Syrup,,,,,,,0.2092
Pipranem,4.5gm,Injection,,,,,,0.6590
Foquin,300mg,Tablet,,,,,,0.6511
Prazonid-D,10mg/40mg,Tablet,,,,,,0.9656
Diclogesic,MR,Tablet,,,,,,0.8988
Warclav,250,mg/125,mg,Tablet,,,,0.4104
Enteromycetin,500,Caplet,,,,,,0.4856
Aztrone,1gm,Injection,,,,,,0.2366
Segzone,S,500mg/500mg,Injection,,,,,0.6122
Maxnerve,PG,Soft,Gelatin,Capsule,,,,0.6013
Miprogen,Forte,200mg,Injection,,,,,0.0761
Piolet,M,30,mg/500,mg,Tablet,,,0.1127
Clozabest,50mg,Tablet,,,,,,0.9498
Lotus-M,Eye,Drop,,,,,,0.0594
Voveran,AQ,Injection,,,,,,0.3900
Nervok,HP,Injection,,,,,,0.9204
Voglimit,MF,Tablet,,,,,,0.7938
Suncros,Soft,2%,Cream,,,,,0.7060
Alzil-M,10,Tablet,,,,,,0.5092
Itronim,200mg,Capsule,,,,,,0.4597
Levepsy,250,Tablet,,,,,,0.8534
Wetica,Eye,Drop,,,,,,0.8043
Rosicon,MF,4mg/500mg,Tablet,,,,,0.0705
Trexone,500mg,Injection,,,,,,0.2687
Norflox,100mg,Tablet,DT,,,,,0.0466
Cerobet,90mg,Tablet,,,,,,0.1573
Aderoz,200mg,Tablet,,,,,,0.0518
Epsod,300mg,Tablet,SR,,,,,0.5023
Azenam,500mg,Injection,,,,,,0.2186
Betasys,1000mg,Injection,,,,,,0.3304
ANATRAM,100MG,INJECTION,,,,,,0.9222
Koditel,40mg,Tablet,,,,,,0.7180
Pemex,100mg,Injection,,,,,,0.5560
Quinobid,OZ,Suspension,,,,,,0.4790
Vomicut,Injection,,,,,,,0.4305
Levoact,750mg,Tablet,,,,,,0.6268
Tricox,255mg/150mg/750mg,Tablet,,,,,,0.3963
Glorimet,500mg,Tablet,SR,,,,,0.2409
O,Duo,200mg/500mg,Infusion,,,,,0.9569
Sobrium,5mg,Tablet,,,,,,0.5283
Flood,20mg,Capsule,,,,,,0.2811
Phenykem,50mg,Tablet,DT,,,,,0.1465
KETER,10MG,TABLET,,,,,,0.2417
Ezedoc,10,Tablet,,,,,,0.5686
Myodine,2mg,Tablet,,,,,,0.8289
Vir,500mg,Injection,,,,,,0.1777
Rebeo,30mg/20mg,Capsule,SR,,,,,0.8784
Zolo-F,20mg/5mg,Tablet,,,,,,0.8349
Indobol,50mg,Injection,,,,,,0.2307
Mozep,2,Tablet,,,,,,0.4833
Glofty-N,Syrup,,,,,,,0.1976
HELEXIN,125,MG,TABLET,DT,,,,0.3553
Pilopress,Eye,Drop,,,,,,0.1494
Pensig,40mg,Injection,,,,,,0.6896
Glimigard,M,2mg/500mg,Tablet,,,,,0.0582
Supracal,Pro,Tablet,,,,,,0.0744
COMPRECEF,200MG/125MG,TABLET,,,,,,0.0567
Podexin,CV,200mg/125mg,Tablet,,,,,0.8504
Luthozide,H,50mg/12.5mg,Tablet,,,,,0.5174
Metsia-AM,Tablet,ER,,,,,,0.1352
Mycita,250mg,Injection,,,,,,0.0571
Bidiab,500mg,Tablet,SR,,,,,0.2345
Mslevo,Suspension,,,,,,,0.2507
Reoxx,25mg,Tablet,,,,,,0.9784
Cefzone,500mg,Injection,,,,,,0.9105
Stumz,250mg,Tablet,,,,,,0.2882
Biocarb,450mg,Injection,,,,,,0.4419
Rabega,20mg,Tablet,,,,,,0.6115
Diclotal-SP,Tablet,,,,,,,0.2299
Lethyrox,125,Tablet,,,,,,0.5831
Sconac,MR,250mg/50mg/325mg,Tablet,,,,,0.4839
Gefemax,1000,mg/125,mg,Injection,,,,0.6703
Omnazide,TZ,250mg/31.25mg,Injection,,,,,0.7509
Diflex-MR,Tablet,,,,,,,0.6217
Azicrolide,500mg,Tablet,,,,,,0.2221
Nomxime-OZ,200mg/500mg,Tablet,,,,,,0.7006
Mobimix,500mg/50mg/500mg,Tablet,,,,,,0.9379
Primozyn,25mg,Injection,,,,,,0.8177
Immutil,Tablet,,,,,,,0.2941
Bitaz,P,4000mg/500mg,Injection,,,,,0.0535
Roxol,50mg,Tablet,,,,,,0.9051
Ferri,50mg,Injection,,,,,,0.1175
Ispo,50mg,Dry,Syrup,,,,,0.2298
Tretin-Iso,10,Capsule,,,,,,0.8409
Jocefi,200mg,Tablet,DT,,,,,0.6563
Dlosart,50mg,Tablet,,,,,,0.8497
SP,Clav,200,mg/28.5,mg,Dry,Syrup,,0.3933
Glofty-CF,Dry,Syrup,,,,,,0.4692
Dotra,40mg,Injection,,,,,,0.3130
Gflotas,D,Eye,Drop,,,,,0.4200
Triglimifon,LS,2,Tablet,SR,,,,0.0553
Rekool,Rapid,20mg,Tablet,,,,,0.7699
Ronflox,OZ,200mg/500mg,Suspension,,,,,0.9346
Bloket,500mg,Tablet,,,,,,0.7133
Acipep,20mg,Tablet,,,,,,0.2091
Nufex,Beta,200,mg/125,mg,Tablet,DT,,0.2579
Fradox,200mg,Tablet,,,,,,0.1248
Clomach,50mg,Tablet,,,,,,0.2599
Locap,RD,15mg/10mg,Tablet,,,,,0.5434
Fagomet,G,2,mg/500,mg,Tablet,,,0.9441
Gercip,500mg,Tablet,,,,,,0.2251
Blucyp,T,Syrup,,,,,,0.5101
Levostan,500mg,Tablet,,,,,,0.1792
Disoral,0.07%,Syrup,,,,,,0.1745
Raghurox,250mg,Injection,,,,,,0.1114
Pyrakem,500mg,Tablet,,,,,,0.2229
Finecot,6mg,Tablet,,,,,,0.2735
Olmact,20mg,Tablet,,,,,,0.5503
P,Tex,250mg,Injection,,,,,0.5527
Magnacillin,500,mg/500,mg,Injection,,,,0.9842
Nefutil,250mg,Tablet,,,,,,0.3209
Rabilan,20mg,Injection,,,,,,0.3643
Amimax,10mg,Tablet,,,,,,0.1969
PTM,Sure,450mg,Tablet,PR,,,,0.3625
Aacef,1000mg,Injection,,,,,,0.1658
Talimus,LS,Ointment,,,,,,0.2918
Amic,T,500mg/250mg,Tablet,,,,,0.3936
Anaclar,125mg,Tablet,DT,,,,,0.5677
Novalin,125mg,Tablet,DT,,,,,0.2938
Amivis,500mg,Injection,,,,,,0.5924
Cefzen,1000mg,Injection,,,,,,0.1731
Fluzer,10mg,Tablet,,,,,,0.7494
Uralf,1000mg,Syrup,,,,,,0.1901
Tezcort,GM,Cream,,,,,,0.2195
Seravin,P,50mg/500mg/15mg,Tablet,,,,,0.4621
Nipanam,S,1000mg/500mg,Injection,,,,,0.0458
PD,Forte,75mg,Injection,,,,,0.7741
Itracab,100mg,Capsule,,,,,,0.1552
Blumeta,50,Tablet,ER,,,,,0.5726
Ondamac,4mg,Tablet,MD,,,,,0.9099
Trazalon,50,Tablet,,,,,,0.0397
Gramozone,1gm,Injection,,,,,,0.4436
Lesudac,25,Tablet,,,,,,0.1513
PZ-4,40mg,Injection,,,,,,0.4386
Oran-D,Capsule,,,,,,,0.2298
Itconz,100mg,Capsule,,,,,,0.5567
ESOZ,FAST,20,MG,TABLET,,,,0.8539
Drolus,50mg,Injection,,,,,,0.4089
A,Nil,Tablet,,,,,,0.6335
Kenacort,4mg,Tablet,,,,,,0.5989
Rabcap,IT,20mg/150mg,Capsule,,,,,0.9010
Beemox,250mg,Capsule,,,,,,0.7047
Rhoxim,200mg,Tablet,DT,,,,,0.5568
Gofalcy-AL,Tablet,,,,,,,0.1498
Alnec,50mg,Tablet,,,,,,0.7871
Mirise,45mg,Tablet,,,,,,0.7165
Vomirite,Injection,,,,,,,0.6723
Glycichek,M,2mg/500mg,Tablet,,,,,0.0612
Levesam,250,Tablet,,,,,,0.7254
Lufixcin,200mg/200mg,Tablet,,,,,,0.6610
C-Pride,25mg,Tablet,,,,,,0.0743
Loson,500mg,Tablet,,,,,,0.9962
Proloc,40mg,Tablet,,,,,,0.3309
Silo-Dalcare,8,Capsule,,,,,,0.9847
Glimo,M,1mg/500mg,Tablet,,,,,0.1643
D,Zenolin,50mg,Injection,,,,,0.5995
Hifenac,Spas,Tablet,,,,,,0.8911
Ayucet,500mg,Tablet,,,,,,0.4266
I,10,Capsule,,,,,,0.7011
Queency,50mg,Tablet,,,,,,0.6795
Stinbeta,16mg,Tablet,,,,,,0.3074
Fragmin,7500IU,Injection,,,,,,0.2946
Progan,Syrup,,,,,,,0.2464
Rizix,400mg,Tablet,,,,,,0.5814
Kindcef,200mg,Tablet,,,,,,0.7108
Ofel,100mg/5ml,Suspension,,,,,,0.7106
Gemifer,XT,Tablet,,,,,,0.5381
Slimorli,120mg,Capsule,,,,,,0.0525
Numin,1mg/500mg,Tablet,,,,,,0.2731
Secef,200mg,Capsule,,,,,,0.3742
Voglikem,0.2,Tablet,MD,,,,,0.2500
Sulforyl,M,2mg/500mg,Tablet,,,,,0.6055
Precool-OS,Suspension,,,,,,,0.4800
Bladospas-O,Tablet,,,,,,,0.9878
Gudfeel,Oral,Solution,,,,,,0.6656
DUREX,EXTRA,TIME,CONDOM,3s,,,,0.1488
Cachepime,250mg,Injection,,,,,,0.2418
Furomin,500,Tablet,,,,,,0.1058
Zimix,SL,1000mg/500mg,Injection,,,,,0.6872
Adzole,20mg,Capsule,,,,,,0.9319
Dopy,Plus,Tablet,,,,,,0.4731
Pricol,650mg,Tablet,,,,,,0.4899
Verion,8mg,Tablet,,,,,,0.1422
Doxyvibe-B6,Tablet,,,,,,,0.8330
Hemchek,125mg,Injection,,,,,,0.7548
Rozidal,4mg,Tablet,,,,,,0.9194
Amikater,100mg,Injection,,,,,,0.0235
Placidin,100mg,Tablet,,,,,,0.4377
Ranol,40mg,Tablet,SR,,,,,0.6425
Biosone,100mg,Injection,,,,,,0.7616
Niyacort,DZ,6mg,Tablet,,,,,0.7295
Cardiplet,A,Tablet,,,,,,0.6625
Metograf,50mg,Tablet,,,,,,0.1341
Sarvoxy,CV,500mg/125mg,Tablet,,,,,0.2842
Tyrael,1mg,Tablet,,,,,,0.0249
Iogat,400mg,Tablet,,,,,,0.1421
Codmox,LB,500mg/125mg,Tablet,,,,,0.8821
Prime,750mcg/75mg,Tablet,,,,,,0.1622
AUTRIN-XT,Tablet,,,,,,,0.4884
Sucrason,Suspension,,,,,,,0.4469
Nuramed,150mg,Capsule,,,,,,0.9042
Rex,250,mg/50,mg/500,mg,Suspension,,,0.6861
DVM,Tablet,,,,,,,0.2901
Monodrox,125mg,Tablet,,,,,,0.1305
Ucopent,40mg,Tablet,,,,,,0.5643
Suchpod,OX,200mg/200mg,Tablet,,,,,0.9035
Kyofur,250mg,Tablet,DT,,,,,0.5228
Orotam,Injection,,,,,,,0.9607
Ilofast,1mg,Tablet,,,,,,0.7500
Gablincad,M,Plus,Tablet,,,,,0.9393
Kuvadex,10mg,Tablet,,,,,,0.5405
Roza,5,Tablet,,,,,,0.9200
Mikanid,100mg,Injection,,,,,,0.7851
Komlinz,600mg,Tablet,,,,,,0.4822
Biopreg-F,Tablet,,,,,,,0.2940
Rabed,20mg,Tablet,,,,,,0.7262
Ve-Pep-Z,200mg,Capsule,,,,,,0.5074
Nicardia,CD,Retard,30,Tablet,SR,,,0.4609
Dartmet,G3,Forte,3mg/1000mg,Tablet,ER,,,0.2445
Raid,100mg/150mg,Tablet,,,,,,0.3068
Arigat,400mg,Tablet,,,,,,0.6249
Tomox-DL,250mg/250mg,Capsule,,,,,,0.8272
Divigamma,1%,Ointment,,,,,,0.3416
Psyril,25mg,Tablet,,,,,,0.9196
Astliv,Tablet,,,,,,,0.4543
Cordimil,2.5mg,Tablet,,,,,,0.4246
Olgo,Tablet,,,,,,,0.4065
Gleeton,M,2mg/500mg,Tablet,SR,,,,0.5555
Aziral,250mg,Tablet,,,,,,0.9354
Biotrix-S,1.5gm,Injection,,,,,,0.8980
Gemcal,Soft,Gelatin,Capsule,,,,,0.5351
Dolpip,TZ,4000mg/500mg,Injection,,,,,0.3523
Traxol,O,25mg,Oral,Drops,,,,0.2514
B,Zone,1000mg,Injection,,,,,0.7379
Winrace,400mg,Tablet,,,,,,0.2625
Celpoietin,4000IU,Injection,,,,,,0.8561
Resdermovate,Ointment,,,,,,,0.7455
Cefim,100mg,Tablet,,,,,,0.0179
Metchek,1000mg,Tablet,SR,,,,,0.7429
Virolfi,450mg,Tablet,,,,,,0.8468
C,Pine,1000mg,Injection,,,,,0.1630
Citopil,10mg,Tablet,,,,,,0.8858
Colimex,Suspension,,,,,,,0.4070
Desilam,10,Tablet,,,,,,0.9716
Glucotain,M,5mg/500mg,Tablet,,,,,0.4953
Zepent,40mg,Tablet,,,,,,0.6027
Podine,Ointment,,,,,,,0.8364
Cipronij,TZ,500,mg/600,mg,Tablet,,,0.7143
Zyro,500mg,Tablet,,,,,,0.0849
Kephazon,1gm,Injection,,,,,,0.2235
Sigcinar,75mg,Tablet,,,,,,0.3982
Metaglim,2mg/500mg,Tablet,,,,,,0.7522
Nikoran,2mg,Injection,,,,,,0.0647
Fergonad,F,150IU,Injection,,,,,0.8709
Oxyglim,G,Forte,1mg/1000mg,Tablet,,,,0.3974
Vitameto,XR,50,Tablet,,,,,0.9029
Cefatos,500mg,Capsule,,,,,,0.7894
Podo,100mg,Tablet,DT,,,,,0.2774
IGNIS,30,MG/40,MG,CAPSULE,,,,0.2338
Nexpram,10mg,Tablet,,,,,,0.1838
Zubitrex,1000mg,Injection,,,,,,0.7302
Voglinorm,0.3,Tablet,,,,,,0.5968
Hyprolix,500mg,Injection,,,,,,0.7430
Glimvay,2,Tablet,ER,,,,,0.0573
Seebind,Sachet,,,,,,,0.5250
Valate,Chrono,300,Tablet,SR,,,,0.1317
Zomator,0.25mg,Injection,,,,,,0.8503
Ibtel-CT,6.25,Tablet,,,,,,0.4607
Weerab,D,30mg/20mg,Capsule,SR,,,,0.8579
Laxecute,10mg,Tablet,,,,,,0.4782
Moxicon,CV,Dry,Syrup,,,,,0.0562
Glofty-OZ,Suspension,,,,,,,0.3509
Genspan-CV,625,Tablet,,,,,,0.7186
Ceflovox,200mg/200mg,Tablet,,,,,,0.6302
Metaloc,AM,5mg/25mg,Tablet,,,,,0.9756
Wevcord,6mg,Tablet,,,,,,0.6311
Meroreach,500,Injection,,,,,,0.8397
Nddale,50mg,Injection,,,,,,0.4176
Moxzer,Eye,Drop,,,,,,0.2482
Gromide,250mg,Tablet,,,,,,0.5580
Path,30,Tablet,,,,,,0.0839
Cefadur,250mg,Rediuse,,,,,,0.0278
Rapinid,S,100mg/10mg,Tablet,,,,,0.8845
Alirab,IT,20mg/150mg,Capsule,,,,,0.0502
Ondem-MD,8,Tablet,,,,,,0.2989
Pantowak,40mg,Tablet,,,,,,0.8764
Dezed,30mg,Tablet,,,,,,0.3204
Expipta,4000mg/500mg,Injection,,,,,,0.3205
Euspas,D,80mg/100mg,Tablet,,,,,0.6663
Misobort,100mcg,Tablet,,,,,,0.3458
X,Mab,100mg,Injection,,,,,0.5447
Icepp,200mg,Tablet,,,,,,0.3886
Trinex,H,Tablet,,,,,,0.0236
Cipro,500mg,Infusion,,,,,,0.8675
Pertino,5%,Lotion,,,,,,0.6420
Genta,Swift,D,Eye,Drop,,,,0.0672
Lev,X,250mg,Tablet,,,,,0.7525
Penhance,BD,200,mg/28.5,mg,Syrup,,,0.4842
Secef,Syrup,,,,,,,0.5224
Gebizid,TZ,1000mg/125mg,Injection,,,,,0.4753
Tryp,10mg,Tablet,,,,,,0.1239
Cetapin,XR,500mg,Tablet,,,,,0.5994
Cefosign,1000mg,Injection,,,,,,0.5492
Wozole,400mg,Tablet,,,,,,0.9129
Podvax,200,Tablet,DT,,,,,0.0526
Panqub-DSR,Capsule,,,,,,,0.2283
Tbrid-Z,Tablet,,,,,,,0.6652
Olmax-3D,20,Tablet,,,,,,0.3916
Immunocort,6mg,Tablet,,,,,,0.6864
Anashil,1mg,Tablet,,,,,,0.9540
Eflow,Suspension,,,,,,,0.7373
Ofect,200mg,Tablet,,,,,,0.9701
Alwopil,6mg/400mg,Tablet,,,,,,0.5374
Glimitip-MV,1,Forte,Tablet,SR,,,,0.8503
Virazi,500mg,Tablet,,,,,,0.4771
Dominaus-P,10mg/500mg,Tablet,,,,,,0.6646
Histacold,Suspension,,,,,,,0.1360
JOHNSONS,BABY,SHAMPOO,100ML,,,,,0.4328
Oxyrea,100,Injection,,,,,,0.2917
Flaxin,250mg,Tablet,,,,,,0.5854
Cefplex-S,1.5gm,Injection,,,,,,0.8825
Cef,Vepan,250mg,Tablet,,,,,0.8289
Cdmycin,100mg,Tablet,,,,,,0.5135
Syclav,Syrup,,,,,,,0.6634
Xepi,Rub,CET,Antiseptic,,,,,0.9639
Jonoflox-OZ,Suspension,,,,,,,0.2154
Epixone,250mg,Injection,,,,,,0.2275
Norprogest,5mg,Tablet,,,,,,0.7766
Novopanum,S,1000mg/500mg,Injection,,,,,0.1789
Orclave,250mg/125mg,Tablet,,,,,,0.0671
Pasodan,D,10mg/40mg,Tablet,,,,,0.4932
Vermiscab,6mg,Tablet,,,,,,0.3943
Elof,250mg,Tablet,,,,,,0.5866
Omen,CT,Tablet,,,,,,0.5612
Defrich,Syrup,,,,,,,0.7175
Torbac,4.5gm,Injection,,,,,,0.7733
ZEOF,200MG,TABLET,,,,,,0.5211
Akscin,500mg,Injection,,,,,,0.8162
EL,Ctaz,1000mg/125mg,Injection,,,,,0.9398
Azifran,250mg,Tablet,,,,,,0.5435
Cilix,T,10mg/40mg,Tablet,,,,,0.7766
Fense-P,Tablet,,,,,,,0.5419
Anaspar,200mg,Tablet,,,,,,0.7808
Deplatt,CV,20mg,Capsule,,,,,0.1424
Novaflox,OZ,250mg/500mg,Tablet,,,,,0.5183
Gabacap,100mg,Capsule,,,,,,0.8428
Tadlam,Tablet,,,,,,,0.7759
Oflotas-OZ,50mg/5ml/125mg/5ml,Syrup,,,,,,0.2529
Ladogal,50mg,Capsule,,,,,,0.7684
Cetalic,TZ,1000mg/125mg,Injection,,,,,0.5905
Progestmax,250mg,Injection,,,,,,0.4414
Rapzeb,XL,75mg/20mg,Capsule,,,,,0.3525
Rosmoxclav,500mg/125mg,Tablet,,,,,,0.4775
Amolac,125mg,Tablet,DT,,,,,0.4834
Onatril,500mg,Tablet,,,,,,0.1562
Altipod,100mg,Tablet,DT,,,,,0.3050
Enzase,20,Tablet,,,,,,0.6819
Cipgen,500mg,Tablet,,,,,,0.9951
Azigreat,500mg,Tablet,,,,,,0.3357
Bitof,50mg,Oral,Suspension,,,,,0.4267
Tropico,Plus,Eye,Drop,,,,,0.4391
Levobus,250mg,Tablet,,,,,,0.4733
Tesuka,50mg,Tablet,,,,,,0.8284
Etidac-P,0.5mg/20mg,Tablet,,,,,,0.0981
K-Stat,250,Tablet,,,,,,0.8663
Azetro,500mg,Tablet,,,,,,0.6539
Ceflik-SB,1000mg/500mg,Injection,,,,,,0.5762
Glimez-XL,1,Tablet,SR,,,,,0.7009
Ursobact,125mg,Oral,Suspension,,,,,0.8392
Pefomax,50mg,Tablet,,,,,,0.7443
Olminorm,20mg,Tablet,,,,,,0.2151
Allbend,Syrup,,,,,,,0.8116
Medburn-DSR,Capsule,,,,,,,0.4478
Ketoco,Shampoo,,,,,,,0.6091
Scanip,100mg,Tablet,,,,,,0.6409
Ora-Ace,Mouth,Wash,Alcohol,Free,,,,0.7053
Nicolin,Cream,,,,,,,0.7150
Nuomli,20,Tablet,,,,,,0.6510
Cintex,200mg,Capsule,,,,,,0.0627
Moxnecs,250mg,Capsule,,,,,,0.1125
Aniclav,Syrup,,,,,,,0.9570
Odicef,T,1000,mg/125,mg,Injection,,,0.9805
Divog,M,500mg/0.3mg,Tablet,SR,,,,0.6811
Ceprazo,1000mg,Injection,,,,,,0.0267
Temeran,500mg,Injection,,,,,,0.4463
Halox,S,Lotion,,,,,,0.3818
Deflawok,6mg,Tablet,,,,,,0.8011
Odur,500mg,Tablet,,,,,,0.7250
Cegava,TZ,1000,mg/125,mg,Injection,,,0.3029
Lonin,2mg,Tablet,,,,,,0.2287
Glimcia,1mg,Tablet,,,,,,0.7491
Perasul,500,mg/500,mg,Injection,,,,0.1520
Igdec,25mg,Injection,,,,,,0.7546
Geclop,75mg,Tablet,,,,,,0.9068
Novamox,AX,Rediuse,Suspension,,,,,0.9322
Teliska,H,40mg/12.5mg,Tablet,,,,,0.4396
Texox,40mg,Tablet,SR,,,,,0.8011
Ticyp,200ml,Syrup,,,,,,0.4934
Tolomet,200,Capsule,,,,,,0.7530
Eslicar,800mg,Tablet,,,,,,0.2706
Stera,6mg,Tablet,,,,,,0.3175
Risperdal,3mg,Tablet,,,,,,0.5980
P,Mox,Kid,Tablet,,,,,0.6235
Glirit,M,80mg/500mg,Tablet,,,,,0.7309
Neurozide,PN,75mg/10mg,Tablet,,,,,0.3040
Epdox,CV,200mg/125mg,Tablet,,,,,0.9893
Adobe,10mg,Tablet,,,,,,0.1404
Vazortan,H,50,mg/12.5,mg,Tablet,,,0.5340
Gemex,LB,200,Tablet,DT,,,,0.5432
Lisinace,5mg,Tablet,,,,,,0.1462
Cevox,1.5gm,Injection,,,,,,0.7184
Tabocef,Dry,Syrup,,,,,,0.2713
Formet,500mg,Tablet,SR,,,,,0.1725
Kenliv,300mg,Tablet,,,,,,0.2209
Olay,2.5,Tablet,,,,,,0.9715
Ciprored,T,600mg,Tablet,,,,,0.6398
Dompa,40mg,Injection,,,,,,0.9106
Uritas,100mg,Tablet,,,,,,0.2920
Riax,1000mg,Injection,,,,,,0.0155
